title,link,published,source,summary,polarity,subjectivity,sentiment
Is Gorilla Technology Group (GRRR) Undervalued Following Its Higher Q2 Revenue Outlook? - simplywall.st,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMGlRSWZpZVd4VWtVTzZFbkpib0dSNkhtUzlrb05SVmRlZTFRNnFwOFVFRjFuUmVYMFk4MjFBSTZmcUJLNUVRcDhaRGhiWWtadTRrTVB3UXNWaFI5TTlwNV9SNnphbkZzbjZPYVBmZHJpcThjNXd1V0FmbHExRDUtSk10X2Rhd1U2SHlCT0pwUTdlME1DejdKMFkwdTFJdTlRRVR5ZXhrMXI3Yks4UjVzS2FRU2wtZGdlQV8ybTBXTXcyWm9Kb2FXUVIyZzNWY2gxamxMNVdhd01BM2fSAeABQVVfeXFMTllxNVJyeGVxVUdZZ3N3VFZ2QU9qU0YwWXB6VTg2VC01VWwtcE5UVUxNRzMwd3FCa2VFalM1MG9qZ1lERW9LNVUycnE1X2s5ZW5GOS1vQlpfcXFQVExQc0JBVHNBRWkwQkVpdzlzTTV5eU9BQmlDcEJJd3BmTEVIWTJBUXRuUVFhUFdQUFBUTExCQ2xXTGtGd1F3WGhqSnlvblhpcFRMN2xmUmJNUXdQdHlWZER0SWNOMmpyc2F6NEZ3d3N0SmdrUGxwalZiUkFPeUxxOVVzempTM0FpSHQxbmE?oc=5,2026-07-03 05:16,simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMGlRSWZpZVd4VWtVTzZFbkpib0dSNkhtUzlrb05SVmRlZTFRNnFwOFVFRjFuUmVYMFk4MjFBSTZmcUJLNUVRcDhaRGhiWWtadTRrTVB3UXNWaFI5TTlwNV9SNnphbkZzbjZPYVBmZHJpcThjNXd1V0FmbHExRDUtSk10X2Rhd1U2SHlCT0pwUTdlME1DejdKMFkwdTFJdTlRRVR5ZXhrMXI3Yks4UjVzS2FRU2wtZGdlQV8ybTBXTXcyWm9Kb2FXUVIyZzNWY2gxamxMNVdhd01BM2fSAeABQVVfeXFMTllxNVJyeGVxVUdZZ3N3VFZ2QU9qU0YwWXB6VTg2VC01VWwtcE5UVUxNRzMwd3FCa2VFalM1MG9qZ1lERW9LNVUycnE1X2s5ZW5GOS1vQlpfcXFQVExQc0JBVHNBRWkwQkVpdzlzTTV5eU9BQmlDcEJJd3BmTEVIWTJBUXRuUVFhUFdQUFBUTExCQ2xXTGtGd1F3WGhqSnlvblhpcFRMN2xmUmJNUXdQdHlWZER0SWNOMmpyc2F6NEZ3d3N0SmdrUGxwalZiUkFPeUxxOVVzempTM0FpSHQxbmE?oc=5"" target=""_blank"">Is Gorilla Technology Group (GRRR) Undervalued Following Its Higher Q2 Revenue Outlook?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",-0.1286,0.4,negative
Liquidity Mapping Around (GRRR) Price Events - Stock Traders Daily,https://news.google.com/rss/articles/CBMivwFBVV95cUxQY1NHRlNoQ2Z4ZERLT1NELVU0WVJyYjU0dHJ1S21iYTR2UWtyS3kxZFVGS19TX2pEOEtRR0VpcEtqOEVwU01TWUI3cS1ndW5nekJTRHhIWExtNjM1dGNPb2M2bmlGeml1bUNlTHpnS3JHWk9ZbG1RZDNuaEpXU2dPR3FBazVYb3gzeFNzb3QwUVdMUWhHUzFrd1R6T2VPc1FlU0lwNDJVOV9rN1g0d3RVdi12b3l0ZlE1UC1TUEdhRQ?oc=5,2026-07-02 16:08,Stock Traders Daily,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxQY1NHRlNoQ2Z4ZERLT1NELVU0WVJyYjU0dHJ1S21iYTR2UWtyS3kxZFVGS19TX2pEOEtRR0VpcEtqOEVwU01TWUI3cS1ndW5nekJTRHhIWExtNjM1dGNPb2M2bmlGeml1bUNlTHpnS3JHWk9ZbG1RZDNuaEpXU2dPR3FBazVYb3gzeFNzb3QwUVdMUWhHUzFrd1R6T2VPc1FlU0lwNDJVOV9rN1g0d3RVdi12b3l0ZlE1UC1TUEdhRQ?oc=5"" target=""_blank"">Liquidity Mapping Around (GRRR) Price Events</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Stock Traders Daily</font>",-0.35,0.4,negative
7/2 Super Gorilla-kun's analysis and forecast for tonight 🤔🧐 - Moomoo,https://news.google.com/rss/articles/CBMirgFBVV95cUxOUF9DNHA0ckVnQUl3b0s5YkZlc0JGc24xUFBYZHRfNi01T01XdTBDOTJBLWVTZHFKOVJoVFRYcGxRSndHY200QlZqVVpZdGJrejMwelJ1MzhXWUx1TEdfWHpJM1dIV0xQaWFCQWxGaXFta0NMRFgyNmZGUnJuLTRQb3llcG5zY3JTTmJSRVlpemRzLXRNS1hncVp1VEs5cXdTOFdzc2dxcWxFLW9hdkE?oc=5,2026-07-02 11:41,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxOUF9DNHA0ckVnQUl3b0s5YkZlc0JGc24xUFBYZHRfNi01T01XdTBDOTJBLWVTZHFKOVJoVFRYcGxRSndHY200QlZqVVpZdGJrejMwelJ1MzhXWUx1TEdfWHpJM1dIV0xQaWFCQWxGaXFta0NMRFgyNmZGUnJuLTRQb3llcG5zY3JTTmJSRVlpemRzLXRNS1hncVp1VEs5cXdTOFdzc2dxcWxFLW9hdkE?oc=5"" target=""_blank"">7/2 Super Gorilla-kun's analysis and forecast for tonight 🤔🧐</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.2222,0.4444,positive
Gorilla Technology Group (GRRR) Is Up 16.3% After Raising Q2 Revenue Outlook to At Least $44M - simplywall.st,https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMmU4RWUxaUI1OEd1RFJXSEc3TnZpS2pfX1NIMEkxTTRtUklxdmxWV2NNTC0ybU54dHAxQjhkNWdKa3M1QzlnTU5EWWp0U1ZiNThxSDRrMHdLbHZOSDhMTmhIREJUZldoeWhCRlUxZlg3Mm9mRl9MaW5pRU9NVGVkcE82cGdJbmxpTEVObV9fUDNmbmVnS3psWlFBeEJOYVkzMmI3cW9DTjE0MzZORGZfdXEzUE55Ti1XbXZUV2oyM2lTWDZZSXZSVnVfdW15SWdfZ1R5dmx6czlsSVnSAeABQVVfeXFMTS11Sk5EdU14M3BUOGx4Ykk1aFpYU2dYSnVnczA1NHV3b0J3dGNWbGxBdFJ5Ml9XQ3pPOVRuUkhKLWVYOEtXZlQ0dXF6VlhhbDdKcVF3YUx2a28wTVRTNlBGVWZudmN3RFYxQnJPNEZzOW1XMlRlYmhEMkJ3R1lkakNEZlJnX0E4NjJCLVpTdUw3UUpReTdHSmVuOHdldmI3aF92WXU1WXhtRmpjUlNSdERZaGRhVHJuUXotd1VqNThsYWdGWDlXVGEwbi1qVkQxdGYwQzh6bXZKX1BpSXMtUWc?oc=5,2026-07-01 16:56,simplywall.st,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxPMmU4RWUxaUI1OEd1RFJXSEc3TnZpS2pfX1NIMEkxTTRtUklxdmxWV2NNTC0ybU54dHAxQjhkNWdKa3M1QzlnTU5EWWp0U1ZiNThxSDRrMHdLbHZOSDhMTmhIREJUZldoeWhCRlUxZlg3Mm9mRl9MaW5pRU9NVGVkcE82cGdJbmxpTEVObV9fUDNmbmVnS3psWlFBeEJOYVkzMmI3cW9DTjE0MzZORGZfdXEzUE55Ti1XbXZUV2oyM2lTWDZZSXZSVnVfdW15SWdfZ1R5dmx6czlsSVnSAeABQVVfeXFMTS11Sk5EdU14M3BUOGx4Ykk1aFpYU2dYSnVnczA1NHV3b0J3dGNWbGxBdFJ5Ml9XQ3pPOVRuUkhKLWVYOEtXZlQ0dXF6VlhhbDdKcVF3YUx2a28wTVRTNlBGVWZudmN3RFYxQnJPNEZzOW1XMlRlYmhEMkJ3R1lkakNEZlJnX0E4NjJCLVpTdUw3UUpReTdHSmVuOHdldmI3aF92WXU1WXhtRmpjUlNSdERZaGRhVHJuUXotd1VqNThsYWdGWDlXVGEwbi1qVkQxdGYwQzh6bXZKX1BpSXMtUWc?oc=5"" target=""_blank"">Gorilla Technology Group (GRRR) Is Up 16.3% After Raising Q2 Revenue Outlook to At Least $44M</a>&nbsp;&nbsp;<font color=""#6f6f6f"">simplywall.st</font>",-0.4,0.48,negative
$Gorilla Technology (GRRR.US)$ Beautiful... - Moomoo,https://news.google.com/rss/articles/CBMilAFBVV95cUxQSjBlMzJvbWptdFVuTGNHZTlTc18yRXlfWHV0cllkMFFVSnBzdG1CVXppXzFqcW9sSm8tSGQ0em8zSWh6YWZkbkZVN0VId1ZUMFRNQVlMZVJ5dnRDbzlOUmFyaGxsWm1oV2RSNm9WTC1XUkl6NVUxZW8wMkxDQlZwWnJEZXNJMVdkdTBRWklLYWlBT2d4?oc=5,2026-07-01 16:24,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxQSjBlMzJvbWptdFVuTGNHZTlTc18yRXlfWHV0cllkMFFVSnBzdG1CVXppXzFqcW9sSm8tSGQ0em8zSWh6YWZkbkZVN0VId1ZUMFRNQVlMZVJ5dnRDbzlOUmFyaGxsWm1oV2RSNm9WTC1XUkl6NVUxZW8wMkxDQlZwWnJEZXNJMVdkdTBRWklLYWlBT2d4?oc=5"" target=""_blank"">$Gorilla Technology (GRRR.US)$ Beautiful...</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.425,0.5,positive
"Analysts Are Bullish on These Technology Stocks: Gorilla Technology Group Inc. (GRRR), Euronet Worldwide (EEFT) - The Globe and Mail",https://news.google.com/rss/articles/CBMimAJBVV95cUxNaEhYVEktcmZXTE1XWGp3NmUwemlvNVJSV2s2UXpiOU5kRVVCSWYtRnppMGRhRWQ0am1TNkptNkMtQUVKYWhsMWtyQlZXMm5TcURsMGp0TThONi1EaUlFdmdWYm8xYk5zakpqb0hCZm1VYjI1aV81NktTWnZPNlF4RnpXamJheU9xbWNhb3ZBM21ib2RmdTllaURBTG04czhYbjlxV2NFMEtDSWxXQUhxMmpTNmN5YThKcFR3MndBeml5YkRJMHJTQ0F6THFVWlo2U18tLXJuSDNQaGtZX19wWVJMUGRuWldfNDhjS0xYYUE0RGFkZkEtcTR1aU9IUlRVdUhXcFA1bHFKVTFsOGV3UHo2SHJZMTd3?oc=5,2026-07-01 13:54,The Globe and Mail,"<a href=""https://news.google.com/rss/articles/CBMimAJBVV95cUxNaEhYVEktcmZXTE1XWGp3NmUwemlvNVJSV2s2UXpiOU5kRVVCSWYtRnppMGRhRWQ0am1TNkptNkMtQUVKYWhsMWtyQlZXMm5TcURsMGp0TThONi1EaUlFdmdWYm8xYk5zakpqb0hCZm1VYjI1aV81NktTWnZPNlF4RnpXamJheU9xbWNhb3ZBM21ib2RmdTllaURBTG04czhYbjlxV2NFMEtDSWxXQUhxMmpTNmN5YThKcFR3MndBeml5YkRJMHJTQ0F6THFVWlo2U18tLXJuSDNQaGtZX19wWVJMUGRuWldfNDhjS0xYYUE0RGFkZkEtcTR1aU9IUlRVdUhXcFA1bHFKVTFsOGV3UHo2SHJZMTd3?oc=5"" target=""_blank"">Analysts Are Bullish on These Technology Stocks: Gorilla Technology Group Inc. (GRRR), Euronet Worldwide (EEFT)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",-0.4667,0.5333,negative
Gorilla Technology completes Shackleton Finance acquisition By Investing.com - Investing.com India,https://news.google.com/rss/articles/CBMivAFBVV95cUxQWDBMeC0tdDhmd0NPdFhIZG5Bc0NrdUNVdllUS0JSWFh4dVpfZ3FYTkVlSlFZUUxxYUE4Sk9HbHJWNWZyc3pfWDdwOEwyeGthVWFuVEJ6UnBWdVFJaHkyOGNmWFJwYm5GZjBHQW5SdWoyR3QzYWRneXZlaVpVX2tJLWV1U05aWjlxdFcxS1pHNE9TMld0ZEI5SGh0TDBOdEJpN3VYQW1XVk1FX09mQ2lHUVZTcnVzUkNCekx5WQ?oc=5,2026-07-01 12:48,Investing.com India,"<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxQWDBMeC0tdDhmd0NPdFhIZG5Bc0NrdUNVdllUS0JSWFh4dVpfZ3FYTkVlSlFZUUxxYUE4Sk9HbHJWNWZyc3pfWDdwOEwyeGthVWFuVEJ6UnBWdVFJaHkyOGNmWFJwYm5GZjBHQW5SdWoyR3QzYWRneXZlaVpVX2tJLWV1U05aWjlxdFcxS1pHNE9TMld0ZEI5SGh0TDBOdEJpN3VYQW1XVk1FX09mQ2lHUVZTcnVzUkNCekx5WQ?oc=5"" target=""_blank"">Gorilla Technology completes Shackleton Finance acquisition By Investing.com</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com India</font>",0.0,0.0,neutral
Gorilla Technology completes Shackleton Finance acquisition - Investing.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxQUGUxMzdQMXdaeWtfdjdBVDRZZUk4NGdrMkdoLTVLaGstQV9lQWVNeFprekpIR25IdnoxVWRvTFc3ZEZEWC1QSzFvejNHWjNYVkVKZUt3ZXk2WUNZNUdsQ1VrNkhFTEJaZ1BvekJwT1l6TkRLbUJyUkFSQnBOa2NxaW1LWnBfakJkWEt2Sl8xbXAtNG5qWkhtZTl1RDVEd3F5YjBDR1huMFZidUJFM1dRa1ZnSUFLelk?oc=5,2026-07-01 12:41,Investing.com,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxQUGUxMzdQMXdaeWtfdjdBVDRZZUk4NGdrMkdoLTVLaGstQV9lQWVNeFprekpIR25IdnoxVWRvTFc3ZEZEWC1QSzFvejNHWjNYVkVKZUt3ZXk2WUNZNUdsQ1VrNkhFTEJaZ1BvekJwT1l6TkRLbUJyUkFSQnBOa2NxaW1LWnBfakJkWEt2Sl8xbXAtNG5qWkhtZTl1RDVEd3F5YjBDR1huMFZidUJFM1dRa1ZnSUFLelk?oc=5"" target=""_blank"">Gorilla Technology completes Shackleton Finance acquisition</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>",0.0,0.0,neutral
Gorilla Technology Completes Acquisition of Shackleton Finance and Launches Gorilla Tech Capital - Yahoo Finance,https://news.google.com/rss/articles/CBMitgFBVV95cUxORGdrdWp0aEg0OUNSNnJIeUY3SjR0c0hyXzg5Vk1nU3dzT3d0MnRJbTJJTGEzR05IQkRsZks3RWlLUnNUak56cmVhd1pYZGxfb0pncmdlbDBPd0tVeVAxMEdWdGpfay1RUkxYY0l6eEFQbzZwbExDMS04cUJzWVVaU00yc0JNMDA2eS1VaHRkWUNMNTZnbndzZmNYdE9KT05QZlNRZWUzRmY4WEpOQ2FkVFR3SWRodw?oc=5,2026-07-01 12:30,Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxORGdrdWp0aEg0OUNSNnJIeUY3SjR0c0hyXzg5Vk1nU3dzT3d0MnRJbTJJTGEzR05IQkRsZks3RWlLUnNUak56cmVhd1pYZGxfb0pncmdlbDBPd0tVeVAxMEdWdGpfay1RUkxYY0l6eEFQbzZwbExDMS04cUJzWVVaU00yc0JNMDA2eS1VaHRkWUNMNTZnbndzZmNYdE9KT05QZlNRZWUzRmY4WEpOQ2FkVFR3SWRodw?oc=5"" target=""_blank"">Gorilla Technology Completes Acquisition of Shackleton Finance and Launches Gorilla Tech Capital</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",0.0,0.0,neutral
Gorilla Technology Completes Acquisition of Shackleton Finance and Launches Gorilla Tech Capital,https://finance.yahoo.com/technology/ai/articles/gorilla-technology-completes-acquisition-shackleton-123000767.html?.tsrc=rss,2026-07-01 12:30,Yahoo Finance,"- New regulated capital platform to mobilise institutional capital for AI infrastructure, data centres and GPU-as-a-Service projects -London, United Kingdom--(Newsfile Corp. - July 1, 2026) - Gorilla Technology Group Inc. (NASDAQ: GRRR) (""Gorilla"" or the ""Company""), a global solution provider in Security Intelligence, Network Intelligence, Business Intelligence, IoT technology and data centres, today announced the successful signing and completion of its acquisition of Shackleton Finance...",0.0466,0.5511,neutral
Gorilla Technology Group (GRRR) Is Up 16.3% After Hiking Q2 2026 AI Revenue Guidance - What's Changed - Yahoo Finance,https://news.google.com/rss/articles/CBMinAFBVV95cUxPUHhwM3M1bEFkYVQ5NHdVTXpuejVxY2xDXzhZTkZEZDk0RTk5NUVVcXJVMm10RHBtRW1jLWZINTNSTlN1SUJ4U3Z5WjFxblpPV211RGdyM1RoNmpVcVB6XzF1U19kbGhkQTUxV0FoSnhuYnJPU0ZuQmVicG9aREpDeGc1eFAydlJra21VZ09icVBYREItWTBvMXNXLTY?oc=5,2026-07-01 12:14,Yahoo Finance,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxPUHhwM3M1bEFkYVQ5NHdVTXpuejVxY2xDXzhZTkZEZDk0RTk5NUVVcXJVMm10RHBtRW1jLWZINTNSTlN1SUJ4U3Z5WjFxblpPV211RGdyM1RoNmpVcVB6XzF1U19kbGhkQTUxV0FoSnhuYnJPU0ZuQmVicG9aREpDeGc1eFAydlJra21VZ09icVBYREItWTBvMXNXLTY?oc=5"" target=""_blank"">Gorilla Technology Group (GRRR) Is Up 16.3% After Hiking Q2 2026 AI Revenue Guidance - What's Changed</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>",-0.4667,0.5333,negative
Gorilla Technology Group (GRRR) Is Up 16.3% After Hiking Q2 2026 AI Revenue Guidance - What's Changed,https://finance.yahoo.com/technology/ai/articles/gorilla-technology-group-grrr-16-121417840.html,2026-07-01 12:14,Simply Wall St.,"Gorilla Technology Group recently raised its Q2 2026 revenue outlook to at least US$44,000,000, citing strong execution on existing contracts and rising demand for its AI infrastructure solutions, implying very large year-on-year growth and more than 55% sequential expansion versus Q1 2026. This upgraded guidance suggests the company is converting a larger portion of signed commercial commitments into realized revenue, potentially improving visibility around its short-term operating...",0.0235,0.5267,neutral
Short Interest - Moomoo,https://news.google.com/rss/articles/CBMid0FVX3lxTE5BakhJdVdvdm1JUlg0OFhpTXRDaTE1NHA5anRCZmlwa1BpcEFlTF85Q1Z5VWVUc2UwdFJuZlN1d2VzRDBqdGtGRXl2clhMck54aEt3YTVCZ3NVLTVUZnRHeldFWmNoZFJQaFJsZi1IdFgwSjBxcWtz?oc=5,2026-07-01 09:46,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMid0FVX3lxTE5BakhJdVdvdm1JUlg0OFhpTXRDaTE1NHA5anRCZmlwa1BpcEFlTF85Q1Z5VWVUc2UwdFJuZlN1d2VzRDBqdGtGRXl2clhMck54aEt3YTVCZ3NVLTVUZnRHeldFWmNoZFJQaFJsZi1IdFgwSjBxcWtz?oc=5"" target=""_blank"">Short Interest</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.0,0.15,neutral
"Northland Securities Maintains Gorilla Technology(GRRR.US) With Buy Rating, Maintains Target Price $40 - Moomoo",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNdlR6anFyTWlMNFVwM2p0elRZTlhqNU4yZzBIMnpHeE1JOVNORE9QZkY1RnVGbVVIRlYtTndBV3hLMDVLQ182dU5VckQwamQ0cWhxNWRNZGdOTThHcVpzLW1LYW1lXzBNWkFheFFzSlpuMllCWkN0aTBPV1BfeVhGRjRLd1d6T3U2NkhEbUE1QU94Y1RDbWNNV2VRQzdUM1JlWmR2Mks3a2cyTzdOYzUxeTBaUjhXS2NiOGUtUDRvNnc4QQ?oc=5,2026-06-30 14:31,Moomoo,"<a href=""https://news.google.com/rss/articles/CBMiwgFBVV95cUxNdlR6anFyTWlMNFVwM2p0elRZTlhqNU4yZzBIMnpHeE1JOVNORE9QZkY1RnVGbVVIRlYtTndBV3hLMDVLQ182dU5VckQwamQ0cWhxNWRNZGdOTThHcVpzLW1LYW1lXzBNWkFheFFzSlpuMllCWkN0aTBPV1BfeVhGRjRLd1d6T3U2NkhEbUE1QU94Y1RDbWNNV2VRQzdUM1JlWmR2Mks3a2cyTzdOYzUxeTBaUjhXS2NiOGUtUDRvNnc4QQ?oc=5"" target=""_blank"">Northland Securities Maintains Gorilla Technology(GRRR.US) With Buy Rating, Maintains Target Price $40</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",0.0,0.0,neutral
Scientists turn to eDNA to protect Rwanda’s mountain Gorillas - africanews.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxQcEVMcE92YXMzeXNTb0NpWXJTRmFYN1kwUEVGRjdpUDNIbEtMcHFXN3M1aHhacTZhSjVZU3NqTi1JczQxNlhvc19tenJqbUh1MllGX0ZRRE9pNURjZ1NOMGp3Sm00dTRIZ0pkY3JNTC1iRm10WlR4Yk5WMmQtZEl5bDhOcDBzd1B5Z3pRN2xNMDR3VDNDWkgzNDh4ak5yeXI40gGmAUFVX3lxTE43UFFEWWZzbENIZVlXOEVpa0VWUEpzS2l2UmhISGdlTzE5X3VIUmFhVkRYcWxEZUpsaG5vMlAzdmViNm1kV2NWWmM5dUtUV00tQzJKMWx3cDJ1RWM3RGRBMHp3TGFvMFZRZFMtM010SFM1SUp0ZWhIeVBsUmlRTWJlUWRXNlVva3pBU21ucTRROEpCTThudjlacDFjUVpoOWFFUjJUYlE?oc=5,2026-06-30 14:02,africanews.com,"<a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxQcEVMcE92YXMzeXNTb0NpWXJTRmFYN1kwUEVGRjdpUDNIbEtMcHFXN3M1aHhacTZhSjVZU3NqTi1JczQxNlhvc19tenJqbUh1MllGX0ZRRE9pNURjZ1NOMGp3Sm00dTRIZ0pkY3JNTC1iRm10WlR4Yk5WMmQtZEl5bDhOcDBzd1B5Z3pRN2xNMDR3VDNDWkgzNDh4ak5yeXI40gGmAUFVX3lxTE43UFFEWWZzbENIZVlXOEVpa0VWUEpzS2l2UmhISGdlTzE5X3VIUmFhVkRYcWxEZUpsaG5vMlAzdmViNm1kV2NWWmM5dUtUV00tQzJKMWx3cDJ1RWM3RGRBMHp3TGFvMFZRZFMtM010SFM1SUp0ZWhIeVBsUmlRTWJlUWRXNlVva3pBU21ucTRROEpCTThudjlacDFjUVpoOWFFUjJUYlE?oc=5"" target=""_blank"">Scientists turn to eDNA to protect Rwanda’s mountain Gorillas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">africanews.com</font>",0.0,0.0,neutral
Wall Street Analysts Are Bullish on Top Industrial Goods Picks - The Globe and Mail,https://news.google.com/rss/articles/CBMi4AFBVV95cUxNY0J3WkRFT203aE5qTnJVMXIwWDBqTkZRczBHWHYzYk51LXhidmg3X0JPRjR4bF9qQ1BnV2RvUEk0cGo3X3lZN1RBLTZyak1lSUV5Y3ZRWVpXVkVoQV9BalN0eEl2OEpMRnNWNGdGeHA4d3pXZnBLY0V3cFBQbkt0V1F4UWI2ZF9CQzRwMTA3T0RWcmROSS1mQ0NvaTNsVjEyb2FjQlZVdmdlbGVSLUhqYmF1bF9OdjVTS2d5SjVCTVh4eHJwSWtJa3J4RUhzcUh5ZmVxRi11NTFBZE94M2hQYg?oc=5,2026-06-30 13:22,The Globe and Mail,"<a href=""https://news.google.com/rss/articles/CBMi4AFBVV95cUxNY0J3WkRFT203aE5qTnJVMXIwWDBqTkZRczBHWHYzYk51LXhidmg3X0JPRjR4bF9qQ1BnV2RvUEk0cGo3X3lZN1RBLTZyak1lSUV5Y3ZRWVpXVkVoQV9BalN0eEl2OEpMRnNWNGdGeHA4d3pXZnBLY0V3cFBQbkt0V1F4UWI2ZF9CQzRwMTA3T0RWcmROSS1mQ0NvaTNsVjEyb2FjQlZVdmdlbGVSLUhqYmF1bF9OdjVTS2d5SjVCTVh4eHJwSWtJa3J4RUhzcUh5ZmVxRi11NTFBZE94M2hQYg?oc=5"" target=""_blank"">Wall Street Analysts Are Bullish on Top Industrial Goods Picks</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",0.3333,0.3333,positive
Gorilla Technology stock surges on lifted Q2 revenue guidance - scanx.trade,https://news.google.com/rss/articles/CBMirAFBVV95cUxNWEc1dGpCaklHemZLOWtmQUc2RDJjTVRPTmFCbnRBaWJLWUh2SmVGNDBaUDJGa2RKNVhTUUhicmtieGhsOWZBQWt1YjByZXBWbmQtOVlUcU1HelEzT09yd2pldWZMdmFCSHRUZFR4NlJZZWp4UXA5aG53QXF6eVF5RFo1SkoweHVYLU5GZ1hTb1BCX3NWS1cxS2ItakZJLTZYZ280V0JZZUpVelF4?oc=5,2026-06-29 20:00,scanx.trade,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxNWEc1dGpCaklHemZLOWtmQUc2RDJjTVRPTmFCbnRBaWJLWUh2SmVGNDBaUDJGa2RKNVhTUUhicmtieGhsOWZBQWt1YjByZXBWbmQtOVlUcU1HelEzT09yd2pldWZMdmFCSHRUZFR4NlJZZWp4UXA5aG53QXF6eVF5RFo1SkoweHVYLU5GZ1hTb1BCX3NWS1cxS2ItakZJLTZYZ280V0JZZUpVelF4?oc=5"" target=""_blank"">Gorilla Technology stock surges on lifted Q2 revenue guidance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">scanx.trade</font>",0.0,0.0,neutral
Gorilla Technology Stock Surges On Lifted Q2 Revenue Guidance - Benzinga,https://news.google.com/rss/articles/CBMivwFBVV95cUxPY3JkMUdJY0Y3LXBjWHNnRVlJUllpWTU5czRXYTNrRDJodjF3Yi1abjBLX1ZNM2ZjeTd3ZFNmTE9CN0p3NUVQQTJqa3JoNFlNSzlWRFdGLS1zUnppeHZjWTZKQ1JGSTA2RXNUczFtMTk0dTc1bWJWdl8tZEVSN3piNGhDOUhpRDBtV0xJSXdza09HdUZDMnY0LTJVb0ZnOVhEQ0JuWGdYNk9qTXBoOFdqZnVtLUpUcnpQSzRfR2c3bw?oc=5,2026-06-29 19:11,Benzinga,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxPY3JkMUdJY0Y3LXBjWHNnRVlJUllpWTU5czRXYTNrRDJodjF3Yi1abjBLX1ZNM2ZjeTd3ZFNmTE9CN0p3NUVQQTJqa3JoNFlNSzlWRFdGLS1zUnppeHZjWTZKQ1JGSTA2RXNUczFtMTk0dTc1bWJWdl8tZEVSN3piNGhDOUhpRDBtV0xJSXdza09HdUZDMnY0LTJVb0ZnOVhEQ0JuWGdYNk9qTXBoOFdqZnVtLUpUcnpQSzRfR2c3bw?oc=5"" target=""_blank"">Gorilla Technology Stock Surges On Lifted Q2 Revenue Guidance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Benzinga</font>",0.0,0.0,neutral
